"","node1","node2","score"
"1768","IFIT1","XAF1",0.92
"1769","IFIT1","TAGLN",0.405
"1770","IFIT1","SPATS2L",0.433
"1771","IFIT1","TLR7",0.619
"1772","IFIT1","LY6E",0.67
"1773","IFIT1","ISG15",0.993
"1774","IFITM1","OAS3",0.674
"1775","IFITM1","SERPING1",0.424
"1776","IFITM1","LY6E",0.614
"1777","IFITM1","XAF1",0.666
"1778","IFITM1","ISG15",0.903
"1779","IGFBP3","SNAI2",0.574
"1780","IGFBP3","TIMP1",0.616
"1781","IGFBP3","SERPINE1",0.596
"1782","IGFBP3","LOX",0.45
"1783","IGFBP3","PXDN",0.428
"1784","IGFBP3","VCAN",0.52
"1785","IGFBP3","TIMP3",0.461
"1786","IGFBP3","LUM",0.423
"1787","IGFBP3","IGFBP4",0.497
"1788","IGFBP3","IL18",0.483
"1789","IGFBP3","IGFBP7",0.764
"1790","IGFBP3","MMP1",0.76
"1791","IGFBP3","IL1R2",0.456
"1792","IGFBP3","PLAUR",0.547
"1793","IGFBP3","THBS2",0.442
"1794","IGFBP3","PLAU",0.494
"1795","IGFBP3","TGFBI",0.488
"1796","IGFBP4","IL1RN",0.537
"1797","IGFBP4","STC2",0.507
"1798","IGFBP4","IGFBP7",0.611
"1799","IGFBP7","TIMP1",0.443
"1800","IGFBP7","PCOLCE",0.55
"1801","IGFBP7","SERPINE1",0.441
"1802","IGFBP7","MGP",0.448
"1803","IGFBP7","SPARC",0.559
"1804","IGFBP7","PDGFRB",0.455
"1805","IGFBP7","WNT2",0.493
"1806","IGFBP7","TIMP3",0.415
"1807","IGFBP7","LUM",0.475
"1808","IGFBP7","IL18",0.447
"1809","IGFBP7","TGFBI",0.435
"1810","IL18","TIMP1",0.485
"1811","IL18","SERPINE1",0.48
"1812","IL18","TREM1",0.408
"1813","IL18","LIF",0.612
"1814","IL18","PXDN",0.507
"1815","IL18","IL1RN",0.779
"1816","IL18","TLR2",0.847
"1817","IL18","NOX4",0.451
"1818","IL18","ISG15",0.402
"1819","IL18","MMP1",0.435
"1820","IL18","TREM2",0.528
"1821","IL18","ITGAM",0.632
"1822","IL18","TNFSF11",0.678
"1823","IL18","TLR7",0.685
"1824","IL18","IL1R2",0.693
"1825","IL1R2","TIMP1",0.465
"1826","IL1R2","TREM1",0.412
"1827","IL1R2","IL1RN",0.995
"1828","IL1R2","TLR2",0.68
"1829","IL1R2","THBS4",0.46
"1830","IL1RN","TIMP1",0.439
"1831","IL1RN","SERPINE1",0.457
"1832","IL1RN","TNFAIP6",0.557
"1833","IL1RN","TREM1",0.651
"1834","IL1RN","OLR1",0.411
"1835","IL1RN","MMP7",0.458
"1836","IL1RN","PLAUR",0.467
"1837","IL1RN","PLAU",0.47
"1838","IL1RN","ITGAM",0.484
"1839","IL1RN","SERPINA1",0.568
"1840","IL1RN","TLR2",0.578
"1841","IL1RN","MMP1",0.613
"1842","ISG15","OAS3",0.941
"1843","ISG15","TLR2",0.449
"1844","ISG15","LGALS3BP",0.408
"1845","ISG15","XAF1",0.891
"1846","ISG15","TLR7",0.631
"1847","ISG15","LY6E",0.775
"1848","ISG15","SPATS2L",0.453
"1849","ISLR","MMP7",0.423
"1850","ISLR","OLFML2B",0.432
"1851","ISLR","PDGFRB",0.44
"1852","ISLR","MXRA8",0.447
"1853","ISLR","LUM",0.46
"1854","ITGAM","TIMP1",0.437
"1855","ITGAM","SERPINE1",0.499
"1856","ITGAM","LOX",0.669
"1857","ITGAM","TNFAIP6",0.428
"1858","ITGAM","TREM1",0.533
"1859","ITGAM","PXDN",0.634
"1860","ITGAM","TLR2",0.893
"1861","ITGAM","PDGFRB",0.483
"1862","ITGAM","LGALS3BP",0.449
"1863","ITGAM","LUM",0.554
"1864","ITGAM","THY1",0.998
"1865","ITGAM","OLR1",0.459
"1866","ITGAM","PLAUR",0.853
"1867","ITGAM","NCF2",0.601
"1868","ITGAM","MNDA",0.538
"1869","ITGAM","S100A4",0.423
"1870","ITGAM","TREM2",0.629
"1871","ITGAM","VSIG4",0.531
"1872","ITGAM","TLR7",0.807
"1873","ITGAM","TNFSF11",0.549
"1874","ITGAM","SERPINA1",0.534
"1875","JUNB","TWIST1",0.477
"1876","KLF7","LIF",0.418
"1877","KLF7","PLAUR",0.436
"1878","LAMA2","NID2",0.843
"1879","LAMA2","LAMB1",0.965
"1880","LAMA2","LAMA4",0.768
"1881","LAMA2","LUM",0.464
"1882","LAMA2","PLAUR",0.572
"1883","LAMA2","THBS4",0.541
"1884","LAMA2","THBS2",0.617
"1885","LAMA2","PLAU",0.554
"1886","LAMA2","OGN",0.432
"1887","LAMA2","SPOCK1",0.449
"1888","LAMA4","NID2",0.896
"1889","LAMA4","PLAT",0.467
"1890","LAMA4","LAMB1",0.992
"1891","LAMA4","PCOLCE",0.491
"1892","LAMA4","TIMP3",0.405
"1893","LAMA4","SPARC",0.437
"1894","LAMA4","LUM",0.476
"1895","LAMA4","MMP7",0.49
"1896","LAMA4","PLAU",0.493
"1897","LAMA4","MMP1",0.617
"1898","LAMA4","THBS2",0.662
"1899","LAMB1","NID2",0.928
"1900","LAMB1","THBS2",0.416
"1901","LAMB1","SPARC",0.445
"1902","LAMB1","LUM",0.486
"1903","LAMB1","PLAUR",0.575
"1904","LAMB1","PLAU",0.628
"1905","LGALS1","SERPINH1",0.451
"1906","LGALS1","LOX",0.515
"1907","LGALS1","TIMP1",0.517
"1908","LGALS1","S100A10",0.59
"1909","LGALS1","S100A11",0.612
"1910","LGALS1","S100A6",0.628
"1911","LGALS1","LUM",0.713
"1912","LGALS1","S100A4",0.737
"1913","LGALS1","LGALS3BP",0.826
"1914","LGALS3BP","TIMP1",0.558
"1915","LGALS3BP","LTBP2",0.431
"1916","LGALS3BP","SERPING1",0.416
"1917","LGALS3BP","TIMP3",0.467
"1918","LGALS3BP","LY6E",0.502
"1919","LGALS3BP","LUM",0.519
"1920","LIF","TIMP1",0.598
"1921","LIF","PXDN",0.418
"1922","LIF","MMP1",0.548
"1923","LIF","PDGFRB",0.736
"1924","LIPG","LOX",0.447
"1925","LIPG","PFKP",0.41
"1926","LIPG","PCSK5",0.499
"1927","LOX","SNAI2",0.588
"1928","LOX","TIMP1",0.649
"1929","LOX","PCOLCE",0.649
"1930","LOX","SERPINE1",0.573
"1931","LOX","NOX4",0.404
"1932","LOX","THY1",0.414
"1933","LOX","PLAU",0.42
"1934","LOX","TGFBI",0.451
"1935","LOX","PFKP",0.453
"1936","LOX","S100A4",0.469
"1937","LOX","PDGFRB",0.485
"1938","LOX","TAGLN",0.485
"1939","LOX","TWIST1",0.491
"1940","LOX","PRRX1",0.501
"1941","LOX","LTBP2",0.51
"1942","LOX","MMP1",0.517
"1943","LOX","PTGIS",0.521
"1944","LOX","TIMP3",0.542
"1945","LOX","THBS2",0.546
"1946","LOX","SPARC",0.55
"1947","LOX","SERPINH1",0.564
"1948","LOX","LUM",0.598
"1949","LOX","PXDN",0.62
"1950","LOX","TGM2",0.659
"1951","LOX","LOXL1",0.661
"1952","LOX","MFAP5",0.704
"1953","LOX","OLR1",0.762
"1954","LOX","MFAP2",0.882
"1955","LOXL1","SNAI2",0.511
"1956","LOXL1","NID2",0.436
"1957","LOXL1","TIMP1",0.478
"1958","LOXL1","PCOLCE",0.672
"1959","LOXL1","SPARC",0.542
"1960","LOXL1","TGM2",0.409
"1961","LOXL1","THBS2",0.437
"1962","LOXL1","SERPINH1",0.463
"1963","LOXL1","TIMP3",0.479
"1964","LOXL1","LUM",0.513
"1965","LOXL1","MFAP5",0.756
"1966","LOXL1","LTBP2",0.852
"1967","LOXL1","MFAP2",0.877
"1968","LTBP2","TIMP1",0.562
"1969","LTBP2","LUM",0.4
"1970","LTBP2","THBS2",0.434
"1971","LTBP2","TIMP3",0.477
"1972","LTBP2","TGFB1I1",0.478
"1973","LTBP2","TGFBI",0.505
"1974","LTBP2","MFAP5",0.659
"1975","LTBP2","MFAP2",0.679
"1976","LUM","SNAI2",0.417
"1977","LUM","NID2",0.518
"1978","LUM","MXRA5",0.439
"1979","LUM","TIMP1",0.659
"1980","LUM","PLAT",0.414
"1981","LUM","PCOLCE",0.582
"1982","LUM","MGP",0.498
"1983","LUM","SPARC",0.954
"1984","LUM","PRRX1",0.448
"1985","LUM","SERPINF1",0.488
"1986","LUM","SULF1",0.529
"1987","LUM","PDGFRB",0.494
"1988","LUM","VCAN",0.71
"1989","LUM","TIMP3",0.563
"1990","LUM","MOXD1",0.454
"1991","LUM","S100A10",0.477
"1992","LUM","THBS4",0.497
"1993","LUM","MFAP5",0.502
"1994","LUM","MMP1",0.512
"1995","LUM","TAGLN",0.554
"1996","LUM","MFAP2",0.569
"1997","LUM","TGFBI",0.574
"1998","LUM","SERPINH1",0.652
"1999","LUM","OMD",0.742
"2000","LUM","PRELP",0.771
"2001","LUM","THBS2",0.826
"2002","LUM","OGN",0.859
"2003","LY6E","OAS3",0.74
"2004","LY6E","SERPING1",0.423
"2005","LY6E","XAF1",0.617
"2006","LY6E","SPATS2L",0.495
"2007","MAP1B","PXDN",0.515
"2008","MDK","TIMP1",0.47
"2009","MDK","NOX4",0.566
"2010","MDK","ROBO1",0.573
"2011","MEOX1","MEOX2",0.83
"2012","MFAP2","NID2",0.44
"2013","MFAP2","VCAN",0.427
"2014","MFAP2","MFAP5",0.943
"2015","MFAP5","MGP",0.509
"2016","MFAP5","SULF1",0.417
"2017","MFAP5","S100A4",0.401
"2018","MFAP5","SFRP4",0.489
"2019","MGP","OMD",0.407
"2020","MGP","STC2",0.416
"2021","MGP","TGFBI",0.45
"2022","MGP","OGN",0.496
"2023","MGP","TNFSF11",0.499
"2024","MGP","TAGLN",0.612
"2025","MGP","SPARC",0.652
"2026","MGP","PROS1",0.88
"2027","MMP1","SNAI2",0.449
"2028","MMP1","TIMP1",0.999
"2029","MMP1","PLAT",0.661
"2030","MMP1","SERPINE1",0.773
"2031","MMP1","SPARC",0.5
"2032","MMP1","TWIST1",0.415
"2033","MMP1","TNFAIP6",0.411
"2034","MMP1","PXDN",0.483
"2035","MMP1","TLR2",0.415
"2036","MMP1","MMP7",0.878
"2037","MMP1","NOX4",0.54
"2038","MMP1","VCAN",0.629
"2039","MMP1","TIMP3",0.749
"2040","MMP1","MMP10",0.789
"2041","MMP1","TPSAB1",0.449
"2042","MMP1","SERPINB2",0.459
"2043","MMP1","SPOCK1",0.492
"2044","MMP1","THBS2",0.602
"2045","MMP1","PLAUR",0.679
"2046","MMP1","TNFSF11",0.699
"2047","MMP1","SERPINH1",0.711
"2048","MMP1","PLAU",0.852
"2049","MMP10","TIMP1",0.988
"2050","MMP10","SERPINE1",0.674
"2051","MMP10","MMP7",0.85
"2052","MMP10","TIMP3",0.676
"2053","MMP10","SERPINH1",0.47
"2054","MMP10","SERPINA1",0.506
"2055","MMP10","PLAU",0.615
"2056","MMP7","SNAI2",0.505
"2057","MMP7","TIMP1",0.925
"2058","MMP7","SERPINE1",0.787
"2059","MMP7","PXDN",0.469
"2060","MMP7","PLAUR",0.453
"2061","MMP7","SFRP4",0.569
"2062","MMP7","PLAU",0.746
"2063","MMP7","TIMP3",0.922
"2064","MNDA","TREM1",0.472
"2065","MNDA","TLR2",0.455
"2066","MNDA","NCF2",0.811
"2067","MSN","VCAN",0.435
"2068","MSN","NCF2",0.493
"2069","MXRA5","PCOLCE",0.426
"2070","MXRA5","OLFML2B",0.484
"2071","MXRA5","SULF1",0.496
"2072","MXRA5","THBS2",0.562
"2073","MXRA8","PCOLCE",0.473
"2074","MYL9","SPARC",0.453
"2075","MYL9","PDGFRB",0.408
"2076","MYL9","RGS1",0.402
"2077","MYL9","RND3",0.404
"2078","MYL9","TGFB1I1",0.563
"2079","MYL9","TPM2",0.866
"2080","MYL9","TAGLN",0.929
"2081","MYOF","SERPING1",0.438
"2082","NCF2","TREM1",0.406
"2083","NCF2","PXDN",0.44
"2084","NCF2","TLR2",0.643
"2085","NCF2","NOX4",0.998
"2086","NCF2","RAP2B",0.904
"2087","NCF2","TPSAB1",0.464
"2088","NCF2","VSIG4",0.506
"2089","NID2","THBS2",0.405
"2090","NID2","TIMP3",0.407
"2091","NID2","PDGFRB",0.421
"2092","NID2","TWIST1",0.436
"2093","NID2","SPARC",0.445
"2094","NID2","TIMP1",0.458
"2095","NNMT","SERPINE1",0.413
"2096","NNMT","S100A10",0.678
"2097","NNMT","TAGLN",0.556
"2098","NOX4","SERPINE1",0.481
"2099","NOX4","PTGIS",0.465
"2100","NOX4","PXDN",0.591
"2101","NOX4","OLR1",0.429
"2102","NOX4","TAGLN",0.514
"2103","NREP","PLXDC2",0.419
"2104","NUAK1","PDGFRB",0.423
"2105","OAS3","SERPING1",0.406
"2106","OAS3","SPATS2L",0.578
"2107","OAS3","TLR7",0.657
"2108","OAS3","XAF1",0.881
"2109","OGN","PCOLCE",0.474
"2110","OGN","SPARC",0.476
"2111","OGN","VCAN",0.729
"2112","OGN","OLFML3",0.481
"2113","OGN","THBS4",0.48
"2114","OGN","PRELP",0.8
"2115","OGN","OMD",0.946
"2116","OGN","TNFSF11",0.497
"2117","OGN","SFRP4",0.508
"2118","OLFML1","SRPX2",0.423
"2119","OLFML2B","THBS2",0.401
"2120","OLFML2B","SERPINH1",0.42
"2121","OLFML3","TREM2",0.516
"2122","OLR1","SERPINE1",0.435
"2123","OLR1","TLR2",0.508
"2124","OLR1","TREM2",0.44
"2125","OMD","SPARC",0.66
"2126","OMD","THBS4",0.421
"2127","OMD","PRELP",0.814
"2128","PCOLCE","TIMP1",0.4
"2129","PCOLCE","SERPINA1",0.401
"2130","PCOLCE","THBS2",0.415
"2131","PCOLCE","PRELP",0.441
"2132","PCOLCE","TGFBI",0.447
"2133","PCOLCE","SPARC",0.508
"2134","PCOLCE","SERPINH1",0.688
"2135","PDGFRB","SNAI2",0.478
"2136","PDGFRB","TIMP1",0.453
"2137","PDGFRB","SERPINE1",0.405
"2138","PDGFRB","SPARC",0.469
"2139","PDGFRB","PRRX1",0.496
"2140","PDGFRB","TWIST1",0.456
"2141","PDGFRB","PTPN12",0.798
"2142","PDGFRB","PXDN",0.549
"2143","PDGFRB","SERPINF1",0.472
"2144","PDGFRB","WNT2",0.428
"2145","PDGFRB","TIMP3",0.431
"2146","PDGFRB","THBS2",0.449
"2147","PDGFRB","TPM2",0.48
"2148","PDGFRB","S100A4",0.55
"2149","PDGFRB","PLAUR",0.564
"2150","PDGFRB","PLCB4",0.665
"2151","PDGFRB","TAGLN",0.767
"2152","PDGFRB","THY1",0.801
"2153","PDK4","PFKFB3",0.485
"2154","PDLIM3","PDLIM4",0.68
"2155","PDLIM3","TPM2",0.442
"2156","PFKFB3","SLC16A4",0.6
"2157","PFKFB3","PFKP",0.973
"2158","PFKP","SLC16A4",0.404
"2159","PI3","SERPINA1",0.498
"2160","PLAT","TIMP1",0.562
"2161","PLAT","TIMP3",0.431
"2162","PLAT","TAGLN",0.474
"2163","PLAT","SERPINA1",0.481
"2164","PLAT","PXDN",0.507
"2165","PLAT","SERPING1",0.681
"2166","PLAT","SERPINF1",0.818
"2167","PLAT","PLAU",0.837
"2168","PLAT","PLAUR",0.851
"2169","PLAT","SERPINE2",0.878
"2170","PLAT","S100A10",0.987
"2171","PLAT","SERPINB2",0.989
"2172","PLAT","SERPINE1",0.999
"2173","PLAU","SNAI2",0.45
"2174","PLAU","TIMP1",0.686
"2175","PLAU","SERPINE1",0.999
"2176","PLAU","SPARC",0.572
"2177","PLAU","PXDN",0.475
"2178","PLAU","SERPINF1",0.665
"2179","PLAU","TIMP3",0.444
"2180","PLAU","SERPING1",0.401
"2181","PLAU","PLAUR",0.999
"2182","PLAU","THBS2",0.467
"2183","PLAU","S100A10",0.624
"2184","PLAU","SRPX2",0.741
"2185","PLAU","SERPINE2",0.946
"2186","PLAU","SERPINB2",0.986
"2187","PLAUR","TIMP1",0.768
"2188","PLAUR","SERPINE1",0.994
"2189","PLAUR","TREM1",0.468
"2190","PLAUR","PXDN",0.513
"2191","PLAUR","SERPINF1",0.447
"2192","PLAUR","VCAN",0.488
"2193","PLAUR","SERPINA1",0.428
"2194","PLAUR","SPOCK1",0.446
"2195","PLAUR","S100A10",0.474
"2196","PLAUR","SERPINE2",0.735
"2197","PLAUR","SRPX2",0.88
"2198","PLAUR","SERPINB2",0.938
"2199","PLXDC2","SERPINF1",0.609
"2200","PRELP","SPARC",0.413
"2201","PRELP","THBS2",0.607
"2202","PROS1","SERPINE1",0.475
"2203","PROS1","SPARC",0.425
"2204","PROS1","TREM2",0.451
"2205","PRRX1","SNAI2",0.603
"2206","PRRX1","THBS2",0.425
"2207","PRRX1","TWIST1",0.794
"2208","PTPN12","TGFB1I1",0.751
"2209","PXDN","SNAI2",0.633
"2210","PXDN","TIMP1",0.532
"2211","PXDN","SERPINE1",0.553
"2212","PXDN","SPARC",0.453
"2213","PXDN","TWIST1",0.501
"2214","PXDN","TIMP3",0.421
"2215","PXDN","TAGLN",0.431
"2216","PXDN","SERPINH1",0.443
"2217","PXDN","S100A2",0.459
"2218","PXDN","SERPINA1",0.468
"2219","PXDN","S100A4",0.474
"2220","PXDN","SPON1",0.477
"2221","PXDN","TNFSF11",0.552
"2222","PXDN","THY1",0.621
"2223","RASAL2","RND3",0.627
"2224","RGS1","RGS4",0.599
"2225","RNF186","SLC25A45",0.415
"2226","S100A10","S100A11",0.716
"2227","S100A10","S100A4",0.758
"2228","S100A10","S100A6",0.972
"2229","S100A10","TAGLN",0.559
"2230","S100A11","TIMP1",0.446
"2231","S100A11","S100A4",0.509
"2232","S100A11","S100A6",0.706
"2233","S100A2","SERPINA1",0.512
"2234","S100A4","SNAI2",0.557
"2235","S100A4","TIMP1",0.502
"2236","S100A4","SERPINE1",0.409
"2237","S100A4","TWIST1",0.637
"2238","S100A4","THY1",0.512
"2239","S100A4","TGM2",0.533
"2240","S100A4","TGFBI",0.41
"2241","S100A4","TAGLN",0.554
"2242","S100A4","S100A6",0.755
"2243","S100A6","TIMP1",0.401
"2244","SERPINA1","TIMP1",0.692
"2245","SERPINA1","SERPINF1",0.744
"2246","SERPINA1","SERPING1",0.583
"2247","SERPINA1","TDO2",0.46
"2248","SERPINB2","TIMP1",0.423
"2249","SERPINB2","SERPINE1",0.958
"2250","SERPINB2","SLC20A1",0.589
"2251","SERPINE1","SNAI2",0.523
"2252","SERPINE1","TIMP1",0.84
"2253","SERPINE1","TGM2",0.41
"2254","SERPINE1","SPARC",0.417
"2255","SERPINE1","SERPINF1",0.426
"2256","SERPINE1","TAGLN",0.479
"2257","SERPINE1","SERPINE2",0.503
"2258","SERPINE1","TIMP3",0.516
"2259","SERPINE1","THBS2",0.547
"2260","SERPINE1","VCAN",0.553
"2261","SERPINE1","SERPING1",0.557
"2262","SERPINE1","TGFBI",0.689
"2263","SERPINE2","TIMP1",0.453
"2264","SERPINF1","TIMP1",0.609
"2265","SERPINF1","SPARC",0.43
"2266","SERPINF1","SERPING1",0.411
"2267","SERPINF1","TGFBI",0.436
"2268","SERPINF1","THBS2",0.495
"2269","SERPINF1","TIMP3",0.674
"2270","SERPING1","XAF1",0.498
"2271","SERPING1","VSIG4",0.517
"2272","SERPINH1","TIMP1",0.492
"2273","SERPINH1","SPARC",0.634
"2274","SERPINH1","THBS2",0.59
"2275","SERPINH1","SRPX2",0.415
"2276","SERPINH1","TAGLN",0.469
"2277","SFRP4","TNFAIP6",0.491
"2278","SFRP4","SULF1",0.47
"2279","SFRP4","WNT2",0.9
"2280","SFRP4","THBS4",0.47
"2281","SFRP4","THBS2",0.444
"2282","SNAI2","TIMP3",0.404
"2283","SNAI2","TCF4",0.407
"2284","SNAI2","THY1",0.408
"2285","SNAI2","TPM2",0.414
"2286","SNAI2","SPARC",0.456
"2287","SNAI2","TWIST1",0.952
"2288","SPARC","TIMP1",0.529
"2289","SPARC","THBS4",0.402
"2290","SPARC","TGFB1I1",0.423
"2291","SPARC","TAGLN",0.445
"2292","SPARC","VCAN",0.469
"2293","SPARC","TNFSF11",0.545
"2294","SPARC","THY1",0.545
"2295","SPARC","TIMP3",0.575
"2296","SPARC","TGFBI",0.609
"2297","SPARC","THBS2",0.735
"2298","SPARC","SPOCK1",0.891
"2299","SPOCK1","THBS2",0.476
"2300","SULF1","VCAN",0.422
"2301","SULF1","THBS2",0.652
"2302","TAGLN","VCAN",0.401
"2303","TAGLN","TIMP3",0.565
"2304","TAGLN","THY1",0.648
"2305","TAGLN","TGFBI",0.403
"2306","TAGLN","TGFB1I1",0.477
"2307","TAGLN","TPM2",0.724
"2308","TCF4","TWIST1",0.892
"2309","TCF4","THY1",0.452
"2310","TCF4","TLR7",0.522
"2311","TGFBI","TIMP1",0.491
"2312","TGFBI","VCAN",0.512
"2313","TGFBI","THBS2",0.433
"2314","THBS2","TIMP1",0.561
"2315","THBS2","TNFAIP6",0.491
"2316","THBS2","VCAN",0.636
"2317","THBS2","TIMP3",0.538
"2318","THBS2","THY1",0.481
"2319","THBS2","THBS4",0.519
"2320","THY1","TIMP1",0.632
"2321","THY1","TNFAIP6",0.481
"2322","TIMP1","TREM1",0.415
"2323","TIMP1","TLR2",0.426
"2324","TIMP1","TNFAIP6",0.443
"2325","TIMP1","VCAN",0.496
"2326","TIMP1","TIMP3",0.689
"2327","TLR2","TNFAIP6",0.677
"2328","TLR2","TREM1",0.677
"2329","TLR2","TNFSF11",0.506
"2330","TLR2","TREM2",0.525
"2331","TLR2","TLR7",0.634
"2332","TLR2","VCAN",0.923
"2333","TNFAIP6","TNFSF11",0.521
"2334","TNFAIP6","VCAN",0.799
"2335","TNFRSF11B","TNFSF11",0.999
"2336","TNFSF11","TREM2",0.419
"2337","TPSAB1","TPSB2",0.999
"2338","TREM1","TREM2",0.987
"2339","TREM2","VSIG4",0.61
